,Unnamed: 0,rank,tax_id,tax_name,colind,CC11CM15,CC11CM49,CC11CM87,CC11CM64,CC11CM85,CC11CM97,CC11CM80,CC11CM24,CC11CM41,CC11CM67,CC11CM6,CC11CM90,CC11CM18,CC11CM4,CC11CM13,CC11CM14,CC11CM51,CC11CM65,CC11CM74,CC11CM45,CC11CM50,CC11CM34,CC11CM84,CC11CM27,CC11CM78,CC11CM32,CC11CM81,CC11CM20,CC11CM75,CC11CM12,CC11CM28,CC11CM30,CC11CM68,CC11CM66,CC11CM58,CC11CM61,CC11CM22,CC11CM95,CC11CM17,CC11CM70,CC11CM86,CC11CM88,CC11CM54,CC11CM60,CC11CM16,CC11CM48,CC11CM35,CC11CM91,CC11CM1,CC11CM99,CC11CM72,CC11CM79,CC11CM94,CC11CM82,CC11CM93,CC11CM39,CC11CM42,CC11CM0,CC11CM76,CC11CM69,CC11CM2,CC11CM57,CC11CM63,CC11CM62,CC11CM44,CC11CM37,CC11CM33,CC11CM53,CC11CM9,CC11CM23,CC11CM55,CC11CM59,CC11CM73,CC11CM38,CC11CM25,CC11CM46,CC11CM5,CC11CM83,CC11CM11,CC11CM36,CC11CM26,CC11CM43,CC11CM8,CC11CM19,CC11CM3,CC11CM98,CC11CM77,CC11CM89,CC11CM10,CC11CM71,CC11CM21,CC11CM92,CC11CM29,CC11CM56,CC11CM52,CC11CM96,CC11CM47,CC11CM31,CC11CM40,CC11CM7
888,888,genus,724,Haemophilus,NR_025423.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,889,genus,848,Fusobacterium,NR_028933.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.0,,,,,,,,,,,,,,,,,,,3358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,890,family_,552397,unclassified Ruminococcaceae,NR_114789.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.0,738.0,,,,332.0,,,,,,,,,,,,,,2115.0,,,,,,,,,,1038.0,,,,,,,,,,,,,,,,,,,,,,,,,556.0,,,,735.0,,2432.0,,,,,,,,,,,,
891,891,genus,165779,Anaerococcus,NR_118323.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,892,genus,1501226,Romboutsia,NR_133028.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,893,genus,1301,Streptococcus,AB212809.1.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.0,,,,,,,,,,,647.0
894,894,genus,1678,Bifidobacterium,AB559506.1.1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,24.0,,,,,,,
895,895,genus,906,Megasphaera,AB971803.1.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,27.0,,,,,,4.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,18.0,,,,,,,,,,,,,,,,,,14.0,,,,,,6.0,,,,
896,896,family,186803,Lachnospiraceae,ABOU02000049.4536.6056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,,,,,,,,,
897,897,genus,29465,Veillonella,ADFU01000009.53.1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,898,genus,816,Bacteroides,AF319778.1.1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0,,,3638.0,,,,,,,,,,,,,,,,,,,,1879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,
899,899,genus,816,Bacteroides,AGXV01000038.141717.143227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,,,1421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,900,genus,1301,Streptococcus,ARCB01000014.3689.5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,901,genus,816,Bacteroides,DJ391424.1.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,902,genus,1380,Atopobium,EU828366.1.1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
903,903,family,171552,Prevotellaceae,GU413057.1.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,232.0,,,,,,,,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,904,genus,1301,Streptococcus,JF414111.1.1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,
905,905,genus,544,Citrobacter,KF924002.1.1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,906,genus,1485,Clostridium,NR_025352.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,907,genus,165779,Anaerococcus,NR_026360.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,908,genus,1849828,Paeniclostridium,NR_115796.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,909,family,712,Pasteurellaceae,NR_118142.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,,,,,,,,,,,,,,,,,1913.0,,,,,,,,,,,477.0,,,,,,,,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,910,genus,162289,Peptoniphilus,Y07839.1.1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,911,family,186803,Lachnospiraceae,AAXA02000015.452491.454009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,,,,,191.0,,,,,,,,,,,,,2203.0,,,,,,,,,,,,,,,,,,,,517.0,,,,,,,2423.0,,,,,,,,,,,,,,,,,,,,,,,,,
912,912,genus,816,Bacteroides,AB260026.1.1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,516.0,,,702.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,913,genus,1678,Bifidobacterium,AB437351.1.1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,914,genus,816,Bacteroides,AB547642.1.1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2802.0,3823.0,,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,,,,,1978.0,844.0,,,,,,637.0,,,,,,,,,928.0,,1949.0,,,,,,,,,,,,,,,,,
915,915,genus,848,Fusobacterium,AB616132.1.1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,916,genus,816,Bacteroides,ABFZ02000022.100210.101724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,917,species,818,Bacteroides thetaiotaomicron,AGXW01000010.57027.58543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,,,,,,6974.0,,,,,,,,,,,,,,,,,,,,,,,,,,
918,918,genus,1301,Streptococcus,ALYX01000038.133.1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,919,genus,1301,Streptococcus,AM941161.1.1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705.0,,,,,,,,,,,,,,,,,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,920,genus,1301,Streptococcus,AUKZ01000044.3.1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,,
921,921,genus,239759,Alistipes,AY643083.1.1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,922,species,1303,Streptococcus oralis,EU156768.1.1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,923,genus,836,Porphyromonas,FJ822334.1.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,924,genus,2035811,Pseudodesulfovibrio,FO203427.2781437.2782977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,925,genus,1678,Bifidobacterium,JDTY01000021.2361.3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,926,genus,122277,Pectobacterium,JENG01000022.21.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,927,genus,1380,Atopobium,JF313107.1.1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,928,genus,2147,Acholeplasma,JHYB01000010.85.1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,
929,929,genus,40544,Sutterella,JN664107.1.1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,930,genus,1350,Enterococcus,KC337246.1.1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,931,genus,816,Bacteroides,AB253733.1.1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.0,,,,,,,,,,,,,1252.0,,,,,,,,,,,
932,932,genus,572511,Blautia,AB571656.1.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,,,1111.0,,,,,,1114.0,,,,,,,,,,,,1792.0,,,,,,,,,,,,,,,1370.0,,,,,,,,,,,,,,,,,,,,,,,,2375.0,,,,,,,,,
933,933,genus,816,Bacteroides,AB908394.1.1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.0,,,,,,,,,,,,,,,,,,,,,,,,,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,,,,,,,,,,,,,,,,,,
934,934,genus,816,Bacteroides,ABJL02000007.1225076.1226586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,935,genus,816,Bacteroides,AFFW01000002.795487.796995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,936,genus,375288,Parabacteroides,AGZP01000036.3707.5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,937,genus,872,Desulfovibrio,CP000112.1309450.1310979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,938,genus,29465,Veillonella,EF108443.1.1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,
939,939,genus,848,Fusobacterium,EF447428.1.1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,940,genus,1350,Enterococcus,FR865170.1.1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,941,genus,836,Porphyromonas,GM884235.3.1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,942,genus,1678,Bifidobacterium,JGZO01000008.104142.105654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,943,genus,82976,Buttiauxella,JQ659932.1.1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,944,genus,816,Bacteroides,NR_040866.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,945,genus,2147,Acholeplasma,NR_042958.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,946,species,1510,Thermoclostridium stercorarium,NR_102513.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.0,,,,,,,,,,,,,,,,,,,,,,,,1652.0,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,947,genus,2304692,Hungateiclostridium,NR_102987.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,,,,,1867.0,,,,,,,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,590.0,,,,,,397.0,,,,326.0,,2000.0,,,,
948,948,genus,1243,Leuconostoc,AEIZ01000004.421.1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,949,family,186803,Lachnospiraceae,AGEL01000013.110320.111838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,,,,24.0,,,,,200.0,,,,255.0,,,,,,,,,,,,,,,,635.0,,,40.0,,,,,,,,,,,,84.0,,,,,,,,,,,,,,70.0,,,,,,,,,,
950,950,genus,375288,Parabacteroides,AGZQ01000032.10743.12257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.0,,,,,,915.0,,,,,,,2426.0,,,,,,,,,,,,,,,,,,,3254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,951,genus,848,Fusobacterium,ALVD01000020.99.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,952,genus,459786,Oscillibacter,AP012044.420887.422420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0,,,,,116.0,215.0,759.0,305.0,,,,,,,363.0,,,,,997.0,,457.0,,478.0,,,,,,,,,,,
953,953,family,186804,Peptostreptococcaceae,AWZI01000001.9619.11107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,954,species,1336,Streptococcus equi,EF406017.1.1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,955,genus,1301,Streptococcus,GQ456229.1.1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,,,,,,,,,2667.0,,,,,,,,,,,,,,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.0,,,,,,,,,,,,,,,,,
956,956,genus,1678,Bifidobacterium,GU361827.1.1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,957,genus,544,Citrobacter,JMQQ01000018.149.1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,958,species_group,671232,Streptococcus anginosus group,JN787132.1.1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,959,genus,82976,Buttiauxella,KJ631293.1.1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,960,genus,1678,Bifidobacterium,NR_025452.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,961,genus,39948,Dialister,NR_025680.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,962,genus,1508657,Ruminiclostridium,NR_113360.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.0,,,,,,,660.0,,,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.0,,,,,,,,,,,,,,,,,1252.0,,,
963,963,genus,122277,Pectobacterium,NR_118225.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,964,genus,816,Bacteroides,ABQC02000019.758957.760260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.0,,,,,
965,965,genus,375288,Parabacteroides,ABYH01000014.137.1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,966,genus,816,Bacteroides,AFBM01000011.260.1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.0,,,,,,,344.0,,,,,,,,,,,,,,,,,,2813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0,,,,,,,,,,
967,967,genus,816,Bacteroides,AGXX01000028.63843.65357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.0,,,,,,,,,
968,968,genus,29465,Veillonella,AHAF01000016.144555.146105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,969,genus,158846,Megamonas,AJ420107.1.1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,
970,970,family,186803,Lachnospiraceae,AZJE01000019.81382.82902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,971,genus,841,Roseburia,CP003040.1035384.1036918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,,,,,,680.0,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,972,species,1303,Streptococcus oralis,EU156767.1.1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,973,species_group,671232,Streptococcus anginosus group,JX993441.1.1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,974,genus,1301,Streptococcus,KP009819.1.1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,975,genus,946234,Flavonifractor,NR_029356.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,976,genus,838,Prevotella,NR_041285.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8710.0,,,,,,,,,,,,,,,,,,,,,,
977,977,genus,29465,Veillonella,NR_074980.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,978,genus,1505663,Erysipelatoclostridium,NR_113243.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,979,genus,2035811,Pseudodesulfovibrio,NR_117904.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,980,genus,1301,Streptococcus,X81023.1.1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,,
981,981,species,1336,Streptococcus equi,AB104843.1.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,982,genus,158846,Megamonas,ADMB01000110.26493.28035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,83.0,,,,4.0,,,,,,,65.0,,4.0,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,36.0,,,,,,
983,983,genus,816,Bacteroides,AGXG01000059.47244.48754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,984,genus,816,Bacteroides,AGXI01000008.226296.227815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
